,locationName,categories,locationAddress,locationCity,locationState,locationZip,locationPhone,openTime,Years In Business
2315,North Street Grille,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",229 N St,South Boston,MA,02127,(617) 720-2010,8:00 am - 4:00 pm,
2316,Shaking Seafood,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']",19 Poplar St,Roslindale,MA,02131,(617) 553-2751,,2
2317,El Rancho Restaurant,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",309 Bennington St,East Boston,MA,02128,(617) 561-9333,,11
2318,Tipico Restaurant,"['Restaurants', 'Family Style Restaurants']",386 Chelsea St,East Boston,MA,02128,(617) 418-7114,,3
2319,Restaurant and Cafeteria Los Nietos,"['Restaurants', 'Family Style Restaurants', 'Cafeterias']",962 Blue Hill Ave,Dorchester Center,MA,02124,(617) 822-6969,7:00 am - 10:00 pm,3
2320,Tasty Thai,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",153 Belgrade Ave,Roslindale,MA,02131,(617) 327-2378,4:30 pm - 9:30 pm,2
2321,Las Palmas Restaurant,"['Restaurants', 'Family Style Restaurants', 'Take Out Restaurants']",44 Central Ave,Chelsea,MA,02150,(617) 887-9450,12:00 pm - 1:00 pm,26
2322,Legal Sea Foods,"['Restaurants', 'Seafood Restaurants']",161 Prescott St,East Boston,MA,02128,(617) 568-2800,7:00 am - 8:00 pm,
2323,Anh Dao Restaurant,"['Restaurants', 'Asian Restaurants', 'Family Style Restaurants']",408 Broadway,Chelsea,MA,02150,(617) 884-8844,,5
2324,Seven Star Street Bistro,"['Restaurants', 'Chinese Restaurants', 'Caterers']",153 Belgrade Ave,Roslindale,MA,02131,(617) 325-8686,5:00 pm - 9:00 pm,10
2325,Redd's In Rozzie,"['Restaurants', 'American Restaurants']",4257 Washington St,Roslindale,MA,02131,(617) 325-1000,5:00 pm - 11:00 pm,8
2326,Toscano Restaurant,"['Restaurants', 'Family Style Restaurants']",41 Charles St,Dorchester,MA,02122,(617) 723-4090,11:30 am - 10:00 pm,
2327,Thai Spice,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",1745 Centre St,West Roxbury,MA,02132,(617) 469-0002,11:30 am - 10:00 pm,21
2328,Tea Diner,"['Restaurants', 'American Restaurants']",1745 Centre St,West Roxbury,MA,02132,(617) 469-0002,,
2329,Churrascaria Vulcao,"['Restaurants', 'Mediterranean Restaurants', 'Steak Houses']",203 Adams St,Dorchester,MA,02122,(617) 514-6663,11:00 am - 11:00 pm,4
2330,Mofongo House Restaurant,"['Restaurants', 'Family Style Restaurants']",203 Adams St,Dorchester,MA,02122,(617) 506-0826,,1
2331,Chung Wah,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",460 Broadway,Chelsea,MA,02150,(617) 884-8286,11:00 am - 11:30 pm,11
2332,Steak-Out,"['Restaurants', 'Steak Houses', 'Delivery Service']",481 Geneva Ave,Dorchester,MA,02122,(617) 288-0800,,
2333,Eat Drink Laugh,"['Restaurants', 'American Restaurants', 'Pizza']",1732 Centre St,West Roxbury,MA,02132,(617) 429-2858,11:00 am - 2:00 am,
2334,Betty's Restaurant Market,"['Restaurants', 'Family Style Restaurants']",109 Central Ave,Chelsea,MA,02150,(617) 466-0252,,
2335,La Chula Restaurant,"['Restaurants', 'Family Style Restaurants']",22 Washington Ave,Chelsea,MA,02150,(617) 466-0057,,
2336,L & L Noodle Inc,"['Restaurants', 'Asian Restaurants']",22 Willow St,Chelsea,MA,02150,(617) 889-6888,,
2337,Hi End Vuong,"['Restaurants', 'American Restaurants', 'Irish Restaurants']",1487 Dorchester Ave,Dorchester,MA,02122,(617) 282-9791,11:00 am - 12:00 am,
2338,Golden Star Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",1495 Dorchester Ave,Dorchester,MA,02122,(617) 288-1688,11:30 am - 11:30 pm,
2339,Pisces Fish Market,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']",690 American Legion Hwy Ste 6,Roslindale,MA,02131,(617) 522-2028,8:00 am - 7:00 pm,34
2340,Las Pupusas Del Chino,"['Restaurants', 'American Restaurants', 'Latin American Restaurants']",92 Washington Ave,Chelsea,MA,02150,(617) 887-2331,11:00 am - 11:00 pm,21
2341,Cosi,"['Restaurants', 'Sandwich Shops', 'Delicatessens']",1 Harborside Dr Terminal B Air Canada Gates,Boston,MA,02128,(617) 569-0540,5:00 am - 11:00 pm,
2342,Somtum Modern Thai Cuisine,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",1894 Centre St,West Roxbury,MA,02132,(617) 477-3348,4:00 pm - 9:15 pm,3
2343,Kim's Fish Market,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']",551 Washington St,Dorchester Center,MA,02124,(617) 282-6142,9:00 am - 6:30 pm,32
2344,Anh Hong,"['Restaurants', 'Vietnamese Restaurants', 'Family Style Restaurants']",291 Adams St,Dorchester,MA,02122,(617) 265-8889,9:00 am - 9:30 pm,15
2345,Caribe Restaurant,"['Restaurants', 'Family Style Restaurants']",559 Washington St,Dorchester Center,MA,02124,(617) 436-7351,8:00 am - 7:00 pm,9
2346,Sweet Pepper Restaurant,"['Restaurants', 'Family Style Restaurants']",559 Washington St,Dorchester Center,MA,02124,(617) 779-7229,,
2347,Legal Sea Foods,"['Restaurants', 'Seafood Restaurants']",558 Washington St,Dorchester Center,MA,02124,(617) 217-5744,11:00 am - 11:00 pm,
2348,Scotts Restaurant,"['Restaurants', 'Family Style Restaurants']",560 Washington St,Dorchester Center,MA,02124,(617) 533-7726,,
2349,Wahlburgers Logan Airport,"['Restaurants', 'American Restaurants', 'Bars']",300 Terminal D Boston Logan International Airport Terminal C,Boston,MA,02128,(617) 755-6144,5:00 am - 10:00 pm,
2350,Khelsea's Pizzaria,"['Restaurants', 'Pizza', 'Italian Restaurants']",158 Washington Ave,Chelsea,MA,02150,(617) 884-7933,11:00 am - 11:00 pm,12
2351,Tri Seafood Ocean Restaurant,"['Restaurants', 'Seafood Restaurants', 'Family Style Restaurants']",1616 Dorchester Ave,Dorchester,MA,02122,(617) 514-4688,6:00 am - 11:00 pm,5
2352,Plaza Mexico Restaurant and Bar,"['Restaurants', 'Spanish Restaurants', 'Mexican Restaurants']",170 Washington Ave,Chelsea,MA,02150,(617) 884-7981,10:00 am - 12:40 pm,
2353,La Esquina Mariachi Restaurant,"['Restaurants', 'Family Style Restaurants']",170 Washington Ave,Chelsea,MA,02150,(617) 466-0701,,
2354,Mandarin House,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",633 Hyde Park Ave,Roslindale,MA,02131,(617) 327-3131,11:00 am - 11:00 pm,20
2355,Daa Restaurant Group,"['Restaurants', 'Family Style Restaurants']",634 Hyde Park Ave,Roslindale,MA,02131,(617) 942-2068,,3
2356,Family Food Shop,"['Restaurants', 'Family Style Restaurants']",609 Walk Hill St,Mattapan,MA,02126,(617) 322-1066,,4
2357,Miami Restaurant,"['Restaurants', 'Family Style Restaurants']",381 Centre St,Dorchester,MA,02122,(617) 522-4644,,
2358,Concepts Restaurant,"['Restaurants', 'Family Style Restaurants']",154 Welles Ave,Dorchester Center,MA,02124,(617) 969-6161,,
2359,Morton's Pizza,"['Restaurants', 'Pizza', 'Caterers']",896 Morton St,Mattapan,MA,02126,(401) 641-3883,11:00 am - 11:00 pm,6
2360,Fresh City,"['Restaurants', 'American Restaurants']",1337 Blue Hill Ave,Mattapan,MA,02126,(857) 267-4961,,
2361,Flaming Grill & Buffet,"['Restaurants', 'American Restaurants', 'Chinese Restaurants']",950 American Legion Hwy,Roslindale,MA,02131,(617) 323-1700,,4
2362,Central Restaurant,"['Restaurants', 'Family Style Restaurants']",855 Washington St,Dorchester Center,MA,02124,(617) 474-2900,,
2363,Mandarin Buffet,"['Restaurants', 'Chinese Restaurants', 'Japanese Restaurants']",1100 Revere Beach Pkwy,Chelsea,MA,02150,(617) 889-0056,11:00 am - 9:30 pm,10
2364,Luna's Italian & Latin Cuisine,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",945 Saratoga St,East Boston,MA,02128,(617) 418-5321,7:00 am - 11:00 pm,5
2365,Mi Pueblito Orient Heights,"['Restaurants', 'Asian Restaurants', 'Latin American Restaurants']",964 Saratoga St,East Boston,MA,02128,(617) 567-8899,8:00 am - 11:00 pm,5
2366,New Saigon,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",985 Bennington St,East Boston,MA,02128,(617) 561-6500,10:00 am - 10:00 pm,7
2367,Little Asia,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",991 Bennington St,East Boston,MA,02128,(617) 569-8888,11:30 am - 11:00 pm,27
2368,Millie's Kitchen,"['Restaurants', 'American Restaurants', 'Pizza']",291 Reservoir Ave,Revere,MA,02151,(617) 846-0088,12:00 pm - 10:00 pm,
2369,The Industry,"['Restaurants', 'American Restaurants', 'Bars']",750 Adams St,Dorchester,MA,02122,(617) 297-9010,11:30 am - 12:00 am,
2370,Sonny's Adams Village Restnt & Lounge,"['Restaurants', 'Mediterranean Restaurants', 'Bars']",750 Adams St,Dorchester,MA,02122,(617) 436-9432,7:30 am - 11:00 pm,52
2371,Mama Blanca Restaurant,"['Restaurants', 'Family Style Restaurants']",1045 Saratoga St,East Boston,MA,02128,(617) 561-6400,11:00 am - 10:00 pm,9
2372,Molinari's,"['Restaurants', 'Italian Restaurants', 'Pizza']",789 Adams St,Dorchester Center,MA,02124,(617) 825-1700,11:30 am - 9:00 pm,4
2373,Fresh City,"['Restaurants', 'American Restaurants']",20 Ericsson St,Dorchester,MA,02122,(617) 297-5832,,
2374,China Sky Restaurant,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",784 Adams St,Dorchester Center,MA,02124,(617) 282-4790,11:30 am - 12:30 pm,30
2375,Adams Corner Cafe,"['Restaurants', 'American Restaurants', 'Coffee Shops']",782 Adams St,Dorchester Center,MA,02124,(617) 506-7387,6:00 am - 9:00 pm,
2376,Wing Street,"['Restaurants', 'Take Out Restaurants', 'Barbecue Restaurants']",950 Hyde Park Ave,Hyde Park,MA,02136,(617) 910-2101,11:00 am - 10:00 pm,62
2377,Dorset Hall,"['Restaurants', 'American Restaurants', 'Taverns']",367 Neponset Ave,Boston,MA,02122,(617) 533-7114,11:30 am - 1:00 am,5
2378,Riddick's House of Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",400 Neponset Ave,Dorchester,MA,02122,(617) 436-7848,11:00 am - 11:00 pm,30
2379,Neponset Cafe,"['Restaurants', 'Japanese Restaurants']",400 Neponset Ave,Dorchester,MA,02122,(617) 506-8021,,
2380,Montana Restaurant,"['Restaurants', 'Family Style Restaurants']",473 River St,Mattapan,MA,02126,(617) 298-7933,,9
2381,Ri Xiong,"['Restaurants', 'Family Style Restaurants']",68 Billings St,West Roxbury,MA,02132,(617) 328-4188,,
2382,Restraun Chito,"['Restaurants', 'Family Style Restaurants']",514 River St,Mattapan,MA,02126,(617) 696-1400,8:00 am - 7:00 pm,11
2383,D'parma Revere,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",288 Broadway,Revere,MA,02151,(781) 286-2828,,
2384,Taste Of Thailand Thai Cuisine,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",2257 Dorchester Ave,Dorchester Center,MA,02124,(617) 296-7505,11:00 am - 10:00 pm,19
2385,Ka Pow,"['Restaurants', 'Thai Restaurants', 'Take Out Restaurants']",2257 Dorchester Ave,Dorchester Center,MA,02124,(617) 296-7505,11:00 am - 10:00 pm,
2386,Mrs Jones,"['Restaurants', 'Soul Food Restaurants', 'American Restaurants']",2255 Dorchester Ave,Dorchester Center,MA,02124,(617) 696-0180,12:00 pm - 7:30 pm,13
2387,Chinatown Express Restaurant,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",79 River St,Mattapan,MA,02126,(617) 298-1850,11:30 am - 10:00 pm,30
2388,Erawan Thai Wellness,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",333 Broadway,Revere,MA,02151,(781) 629-5535,,5
2389,The Good Diner,"['Restaurants', 'American Restaurants']",361 Broadway,Revere,MA,02151,(781) 286-5050,7:00 am - 11:00 pm,8
2390,Spukies'n Pizza,"['Restaurants', 'Pizza', 'Caterers']",1159 Washington St,Dorchester Center,MA,02124,(617) 298-2339,11:00 am - 9:30 pm,44
2391,The Full Rack Smokehouse,"['Restaurants', 'Barbecue Restaurants']",297 Lee Burbank Hwy,Revere,MA,02151,(781) 284-9650,4:00 pm - 10:00 pm,
2392,Tokyo City Restaurant,"['Restaurants', 'Family Style Restaurants']",92 Harvard Ave,Hyde Park,MA,02136,(617) 789-3663,,
2393,Kellys Roast Beef-Revere,"['Restaurants', 'American Restaurants', 'Delicatessens']",410 Revere Beach Pkwy,Revere,MA,02151,(781) 284-9129,5:00 am - 2:30 am,69
2394,Santorini Restaurant,"['Restaurants', 'Family Style Restaurants']",376 Revere Beach Pkwy,Revere,MA,02151,(781) 286-3200,,
2395,Alaska Seafood International,"['Restaurants', 'Seafood Restaurants']",350 Revere Beach Pkwy,Revere,MA,02151,(781) 284-1962,,17
2396,Hong Kong Dragon,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",68 Woodside Ave,Winthrop,MA,02152,(617) 539-0012,11:30 am - 10:00 pm,33
2397,Center Bistro,"['Restaurants', 'American Restaurants', 'French Restaurants']",59 Putnam St,Winthrop,MA,02152,(617) 539-4484,,19
2398,Le Bistro,"['Restaurants', 'American Restaurants', 'French Restaurants']",731 Broadway,Revere,MA,02151,(781) 286-7600,,7
2399,Express Buritos Mexican Grill,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']",205 Winthrop St,Winthrop,MA,02152,(617) 846-4200,10:00 am - 8:30 pm,5
2400,China Garden,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",750 Washington Ave,Revere,MA,02151,(781) 286-6700,11:00 am - 11:00 pm,17
2401,Bridge Pizzaria,"['Restaurants', 'Pizza', 'Caterers']",800 Washington Ave,Revere,MA,02151,(781) 324-1778,10:00 am - 11:00 pm,6
2402,Fajitas Sports Bar,"['Restaurants', 'Seafood Restaurants']",46 Revere St,Revere,MA,02151,(781) 289-9192,10:00 am - 12:00 am,
2403,Red Moon Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",1299 River St,Hyde Park,MA,02136,(617) 361-1788,11:30 am - 1:30 am,6
2404,Las Vegas Seafood Restaurant,"['Restaurants', 'Seafood Restaurants', 'Take Out Restaurants']",6 Maple St,Hyde Park,MA,02136,(617) 364-2772,9:00 am - 10:00 pm,22
2405,Wing Street,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",5 Everett St,Revere,MA,02151,(781) 325-8537,,
2406,Wingz N Tingz,"['Restaurants', 'Take Out Restaurants', 'American Restaurants']",10 Fairmount Ave,Hyde Park,MA,02136,(617) 474-9464,12:00 pm - 12:00 am,
2407,Saigon Cafe,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",88 Shirley Ave,Revere,MA,02151,(781) 286-7600,,14
2408,Las Delicias Colombianas,"['Restaurants', 'Latin American Restaurants', 'Bar & Grills']",86 Shirley Ave,Revere,MA,02151,(781) 286-7600,7:00 am - 2:00 am,12
2409,Fairmount Grille,"['Restaurants', 'American Restaurants']",81 Fairmount Ave,Hyde Park,MA,02136,(857) 345-9649,11:30 am - 12:00 am,7
2410,Shang Hi Express,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",120 Vfw Pkwy,Revere,MA,02151,(781) 853-1111,11:00 am - 10:30 pm,18
2411,Casablanca Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']",91 Centennial Ave,Revere,MA,02151,(781) 629-3424,11:00 am - 10:00 pm,
2412,Tb Restaurant Management,"['Restaurants', 'Family Style Restaurants']",339 Squire Rd,Revere,MA,02151,(781) 289-2315,,
2413,Yu Ta Ka,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",339 Squire Rd,Revere,MA,02151,(781) 289-8880,11:30 am - 9:30 pm,10
2414,Uno Chicago Grill,"['Restaurants', 'Italian Restaurants', 'Pizza']",399 Squire Rd,Revere,MA,02151,(781) 289-2330,11:00 am - 12:30 am,
2415,Sabella's Ravioli,"['Restaurants', 'Italian Restaurants', 'Pasta']",910 Broadway,Revere,MA,02151,(781) 286-0820,7:00 am - 6:00 pm,9
2416,Vittorio's Italian Kitchen,"['Restaurants', 'Italian Restaurants']",169 Squire Rd,Revere,MA,02151,(781) 284-9400,10:00 am - 10:30 pm,
2417,Metro City Pizza and Grill,"['Restaurants', 'Pizza', 'Italian Restaurants']",163 Squire Rd,Revere,MA,02151,(781) 629-4442,11:00 am - 9:00 pm,7
2418,Asian Gourmet,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",163 Squire Rd,Revere,MA,02151,(781) 284-2055,11:30 am - 10:30 pm,
2419,Cinco De Mayo Restaurant,"['Restaurants', 'Latin American Restaurants', 'Mexican Restaurants']",124 Centennial Ave,Revere,MA,02151,(781) 289-4480,,10
2420,Peter's Super Beef,"['Restaurants', 'Steak Houses', 'Take Out Restaurants']",1485 N Shore Rd,Revere,MA,02151,(781) 286-5610,11:00 am - 2:00 am,30
2421,Cappy's Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",672 Truman Hwy,Hyde Park,MA,02136,(617) 364-0111,11:00 am - 10:00 pm,22
2422,Twist N' Shake,"['Restaurants', 'American Restaurants', 'Soda Fountain Shops']",82 Revere Beach Blvd,Revere,MA,02151,(781) 286-2900,2:00 pm - 10:00 pm,22
2423,Richy's,"['Restaurants', 'American Restaurants']",1461 River St,Hyde Park,MA,02136,(617) 361-1545,6:00 am - 5:30 pm,7
2424,Hook & Reel Cajun Seafood Restaurant & Bar,"['Restaurants', 'Seafood Restaurants']",151 Vfw Pkwy,Revere,MA,02151,(781) 629-1919,12:00 pm - 10:00 pm,1
2425,Bootsy Bbq,"['Restaurants', 'Barbecue Restaurants']",321 Revere St,Revere,MA,02151,(781) 629-2059,,7
2426,Jac's Cafe,"['Restaurants', 'American Restaurants', 'Coffee Shops']",29 Crest Ave,Winthrop,MA,02152,(617) 846-7496,6:30 am - 2:00 pm,12
2427,Antique Table,"['Restaurants', 'Italian Restaurants']",19 Crest Ave,Winthrop,MA,02152,(617) 207-9054,11:00 am - 9:00 pm,6
2428,Bridges Nepali Cuisine,"['Restaurants', 'Asian Restaurants']",35 Crest Ave,Winthrop,MA,02152,(402) 305-0044,,
2429,Millie's Kitchen,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",561 Shirley St,Winthrop,MA,02152,(617) 846-0088,11:00 am - 10:00 pm,
2430,High Tide,"['Restaurants', 'Coffee Shops', 'American Restaurants']",480 Shirley St,Winthrop,MA,02152,(617) 846-7792,6:00 am - 10:00 pm,26
2431,Adriatic Restaurant & Bar,"['Restaurants', 'Mediterranean Restaurants', 'Family Style Restaurants']",503 Shirley St,Winthrop,MA,02152,(617) 207-9418,5:00 pm - 10:00 pm,4
2432,Cafe Rosetti,"['Restaurants', 'Coffee Shops', 'Italian Restaurants']",115 Winthrop Shore Dr,Winthrop,MA,02152,(617) 539-9990,11:00 am - 8:30 pm,28
2433,Lucky Garden,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",522 Shirley St,Winthrop,MA,02152,(617) 846-8560,11:30 am - 10:30 pm,8
2434,Ming Yu Seafood,"['Restaurants', 'Seafood Restaurants']",10 Tyler St,Hyde Park,MA,02136,(617) 542-8081,,
2435,Gourmet China Restaurant,"['Restaurants', 'Chinese Restaurants', 'Family Style Restaurants']",23 Tyler St,Hyde Park,MA,02136,(617) 482-9888,,20
2436,Larry J's Bbq Cafe,"['Restaurants', 'Barbecue Restaurants']",1148 N Shore Rd,Revere,MA,02151,(781) 696-1300,,
2437,The Arms Restaurant at the Arms Hotel,"['Restaurants', 'American Restaurants', 'Steak Houses']",130 Grovers Ave,Winthrop,MA,02152,(617) 846-4000,11:00 am - 9:30 pm,
2438,Balkan Burger Queen,"['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",1 Seal Harbor Rd,Winthrop,MA,02152,(617) 775-3474,,
2439,Santorini,"['Restaurants', 'Mediterranean Restaurants', 'Seafood Restaurants']",376 Revere Beach Blvd,Revere,MA,02151,(781) 286-3200,11:00 am - 10:00 pm,31
2440,China Roma Express,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",425 Revere Beach Blvd,Revere,MA,02151,(781) 289-2888,,15
2441,Harpoon Tap Room,"['Restaurants', 'American Restaurants', 'Bars']",Airport Road Terminal A Satellite Concourse Gate A-20,Boston,MA,02128,(617) 561-4704,11:00 am - 7:00 pm,
2442,Big Guys Cafe and Grill,"['Restaurants', 'American Restaurants', 'Sandwich Shops']",100 City Hall Plz,Boston,MA,02108,(617) 973-6612,11:00 am - 8:00 pm,10
2443,Cafe 472,"['Restaurants', 'Coffee Shops', 'Take Out Restaurants']",472 Commonwealth Ave,Boston,MA,02215,(617) 236-4949,10:30 am - 12:00 am,9
2444,The Boston Restaurant Group,"['Restaurants', 'Family Style Restaurants']",BEACON St,Boston,MA,02115,(617) 587-9800,,
2445,Forty Dalton,"['Restaurants', 'American Restaurants']",40 Dalton St,Boston,MA,02115,(617) 236-1100,6:30 am - 12:00 am,
2446,Sushi To Go,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",1138 Beacon St,Newton Highlands,MA,02461,(617) 244-3457,8:00 am - 10:00 pm,
2447,Manow Thai Kitchen,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",1138 Beacon St,Newton Highlands,MA,02461,(617) 244-2858,11:30 am - 10:00 pm,5
2448,Golden Garden,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",9 Highland Ave,Malden,MA,02148,(781) 322-3708,11:00 am - 11:00 pm,3
2449,Crazy Wings,"['Restaurants', 'American Restaurants', 'Barbecue Restaurants']",318 Broadway,Everett,MA,02149,(857) 363-7139,11:00 am - 11:00 pm,4
2450,Everett Fried Chicken,"['Restaurants', 'Korean Restaurants']",318 Broadway,Everett,MA,02149,(617) 294-4402,11:30 am - 10:00 pm,
2451,Golden Restaurant,"['Restaurants', 'Family Style Restaurants']",9 Highland Ave,Malden,MA,02148,(781) 322-3708,,
2452,Mogogo Ethiopian Cuisine,"['Restaurants', 'Pizza', 'Seafood Restaurants']",1 Highland Ave,Malden,MA,02148,(781) 480-3958,5:00 pm - 10:00 pm,
2453,Il Pastificio,"['Restaurants', 'Italian Restaurants', 'Pasta']",328 Broadway,Everett,MA,02149,(617) 387-3630,9:00 am - 6:00 pm,35
2454,Richie's Classic Italian Slush,"['Restaurants', 'Italian Restaurants', 'Ice Cream & Frozen Desserts']",3 Garvey St,Everett,MA,02149,(617) 387-3188,,64
2455,Lilly's Gastronomia Italiana INC DBA Lilly's Fresh Pasta,"['Restaurants', 'Take Out Restaurants', 'Italian Restaurants']",208 Main St,Everett,MA,02149,(617) 387-9666,8:00 am - 8:00 pm,34
2456,Pini's Pizzeria,"['Restaurants', 'Pizza', 'American Restaurants']",85 River St Ste 1,Waltham,MA,02453,(781) 891-6231,11:00 am - 10:00 pm,36
2457,Lilly's Gourmet Pasta Express - Headquarters,"['Restaurants', 'Italian Restaurants']",208 Main St,Everett,MA,02149,(617) 651-0411,,
2458,Perkins Restaurant & Bakery,"['Restaurants', 'American Restaurants', 'Bakeries']",55 Court St,Medford,MA,02155,(617) 406-3400,,
2459,Super Burritos 2,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']",366 Broadway,Everett,MA,02149,(617) 394-0008,7:00 am - 10:00 pm,
2460,Takara Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",36 Morrill St,West Newton,MA,02465,(617) 332-7898,,8
2461,Nappi Restaurant,"['Restaurants', 'Italian Restaurants']",370 Salem St,Medford,MA,02155,(781) 391-7900,11:00 am - 9:00 pm,27
2462,Nappi Meats & Groceries,"['Restaurants', 'Italian Restaurants', 'Take Out Restaurants']",370 Salem St,Medford,MA,02155,(781) 391-7900,,32
2463,Otake Sushi Bistro,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",15 Lincoln St,Newton Highlands,MA,02461,(617) 332-0690,11:30 am - 10:00 pm,6
2464,3 Fortunes,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",179 Willow St,Waltham,MA,02453,(781) 891-8899,11:00 am - 10:00 pm,7
2465,Lantana Cafe,"['Restaurants', 'Coffee & Espresso Restaurants', 'Italian Restaurants']",417 Salem St,Medford,MA,02155,(781) 393-1930,4:00 pm - 10:00 pm,21
2466,Dockside At Riverview,"['Restaurants', 'Mexican Restaurants', 'Take Out Restaurants']",270 Medford St,Malden,MA,02148,(781) 333-5449,11:30 am - 12:30 pm,7
2467,Buttonwood,"['Restaurants', 'American Restaurants']",51 Lincoln St,Newton Highlands,MA,02461,(617) 928-5771,5:00 pm - 11:00 pm,3
2468,Guanachapi's Bar and Grill,"['Restaurants', 'Family Style Restaurants', 'Bar & Grills']",154 River St,Waltham,MA,02453,(781) 891-3535,10:00 am - 12:00 am,11
2469,Unique Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",303 Main St,Everett,MA,02149,(617) 381-0220,5:00 am - 12:00 pm,15
2470,El Potro Mexican Grill,"['Restaurants', 'Mexican Restaurants', 'Bar & Grills']",156 Highland Ave,Malden,MA,02148,(781) 605-3120,11:00 am - 10:00 pm,14
2471,Irish American Club,"['Restaurants', 'Irish Restaurants', 'Bars']",177 West St,Malden,MA,02148,(781) 321-7720,,16
2472,Pollo Royal,"['Restaurants', 'Seafood Restaurants']",307 Main St,Everett,MA,02149,(617) 294-2128,10:30 am - 11:00 pm,
2473,Brisas Del Mar Restaurant,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",440 Broadway,Everett,MA,02149,(617) 294-2393,10:00 am - 9:30 pm,
2474,Carol's Cafe,"['Restaurants', 'Coffee Shops', 'Family Style Restaurants']",388 Main St,Everett,MA,02149,(617) 389-9584,7:30 am - 6:00 pm,30
2475,Ho Win Palace Restaurant,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",22 Stuart St,Everett,MA,02149,(617) 389-2349,11:00 am - 1:00 am,
2476,Curry House,"['Restaurants', 'Seafood Restaurants']",1335 Beacon St,Waban,MA,02468,(617) 734-3971,,
2477,MonteCristo Restaurant,"['Restaurants', 'Mexican Restaurants', 'Steak Houses']",389 Main St,Everett,MA,02149,(617) 294-1583,9:00 am - 10:00 pm,
2478,Jumbo House,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",400 Main St,Everett,MA,02149,(617) 389-1570,11:00 am - 11:00 pm,36
2479,China Garden Restaurant,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",256 Highland Ave,Malden,MA,02148,(781) 322-9815,11:30 am - 10:00 pm,42
2480,Dragon Chef,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",511 Broadway,Everett,MA,02149,(617) 387-7900,11:00 am - 11:30 pm,45
2481,Antonia's Sub Shop,"['Restaurants', 'Sandwich Shops', 'Delicatessens']",200 High St,Waltham,MA,02453,(781) 891-7067,9:30 am - 4:30 pm,28
2482,88 Chinese Restaurant,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",1351 Washington St,West Newton,MA,02465,(617) 969-9019,,17
2483,Bucci's Deli and Pizzeria,"['Restaurants', 'Delicatessens', 'Liquor Stores']",101 Summer St,Everett,MA,02149,(857) 363-2640,10:00 am - 8:00 pm,9
